ID_sequencing,Spatial,Elevation,MAT,TSEA,MAP,PSEA,Plant_cover,Forest,Grassland,Clay_silt,pH,Soil_C,All_potential_pathogens,Alternaria,Fusarium,Venturia,Phoma,Phaeosphaeriaceae,Cladosporium,Coniochaetaceae,Acremonium,Knufia,Chalara,Mycosphaerellaceae,Didymosphaeriaceae,Teratosphaeriaceae,Coniochaeta,Devriesia,Didymellaceae,Pleosporaceae,Clonostachys,Didymosphaeria,Acrophialophora,Xylariaceae,Bipolaris
214.000,36.199,776.000,13.700,6472.000,415.000,34.000,1386.230,0.000,1.000,40.815,8.100,2.794,8.863,1.197,1.242,0.000,0.065,0.759,0.461,0.002,1.684,0.000,0.004,0.000,0.667,0.000,0.008,0.122,0.002,0.243,0.037,0.000,0.004,0.269,0.004
215.000,36.662,864.000,12.500,6647.000,465.000,32.000,1838.920,0.000,1.000,51.066,7.694,4.051,3.688,0.347,0.282,0.000,0.009,0.427,0.116,0.000,0.385,0.108,0.000,0.000,0.259,0.027,0.000,0.000,0.000,0.041,0.003,0.000,0.000,0.242,0.000
216.000,36.748,628.000,14.000,6730.000,432.000,37.000,1746.940,0.000,1.000,45.577,8.024,3.055,2.444,0.188,0.202,0.000,0.005,0.065,0.038,0.024,0.212,0.000,0.003,0.000,0.842,0.007,0.000,0.040,0.000,0.015,0.007,0.000,0.000,0.022,0.000
217.000,36.653,568.000,14.500,6783.000,412.000,38.000,1872.410,0.000,1.000,50.606,8.068,2.332,8.652,2.543,0.270,0.000,0.494,1.595,0.468,0.103,0.274,0.000,0.029,0.001,0.145,0.010,0.000,0.000,0.000,0.047,0.017,0.004,0.002,1.121,0.000
218.000,35.780,644.000,15.100,5902.000,378.000,40.000,1518.800,0.000,1.000,47.598,7.562,2.484,3.503,0.287,0.140,0.000,0.021,0.171,0.112,0.359,0.187,0.000,0.000,0.003,0.769,0.012,0.000,0.278,0.000,0.000,0.000,0.009,0.031,0.295,0.005
219.000,36.264,743.000,13.800,6588.000,422.000,34.000,1783.080,0.000,1.000,39.581,8.012,2.796,7.928,1.054,0.929,0.018,0.037,2.463,0.346,0.491,0.417,0.122,0.000,0.243,0.116,0.033,0.007,0.023,0.000,0.049,0.000,0.000,0.000,0.063,0.000
220.000,36.080,795.000,13.900,6013.000,444.000,34.000,1519.880,0.000,1.000,40.629,8.106,3.619,10.686,1.484,1.348,0.000,0.198,1.225,0.239,0.000,0.975,0.031,0.000,0.000,1.060,0.108,0.000,0.182,0.000,0.000,0.000,0.461,0.000,0.736,0.000
221.000,36.804,604.000,13.600,6613.000,405.000,33.000,1633.810,0.000,1.000,25.717,7.598,2.975,3.332,0.306,0.226,0.020,0.017,0.329,0.012,0.107,0.416,0.008,0.012,0.001,0.420,0.034,0.084,0.005,0.000,0.003,0.005,0.009,0.005,0.451,0.000
222.000,36.122,838.000,13.500,6276.000,422.000,34.000,1396.440,0.000,0.000,34.594,8.248,2.792,5.792,1.477,0.290,0.065,0.075,0.966,0.405,0.059,0.099,0.163,0.090,0.002,0.185,0.016,0.002,0.000,0.002,0.126,0.034,0.000,0.002,0.219,0.000
223.000,35.742,493.000,15.900,5781.000,341.000,42.000,1159.380,0.000,0.000,17.798,8.554,1.412,2.058,0.262,0.147,0.000,0.141,0.306,0.273,0.000,0.020,0.231,0.041,0.032,0.000,0.000,0.006,0.011,0.000,0.023,0.000,0.155,0.000,0.000,0.000
224.000,35.748,477.000,15.900,5754.000,339.000,42.000,1044.220,0.000,0.000,39.528,8.102,3.715,2.926,0.335,0.068,0.001,0.145,0.153,0.525,0.001,0.028,0.496,0.000,0.038,0.001,0.014,0.008,0.011,0.000,0.030,0.000,0.037,0.000,0.039,0.000
225.000,35.994,543.000,15.500,5744.000,398.000,40.000,1272.820,0.000,0.000,60.216,8.311,4.428,2.235,0.196,0.234,0.001,0.027,0.390,0.246,0.000,0.075,0.005,0.024,0.000,0.020,0.000,0.000,0.080,0.000,0.147,0.010,0.015,0.000,0.017,0.001
226.000,36.827,748.000,13.100,6643.000,453.000,37.000,1873.520,0.000,0.000,50.778,8.217,2.996,3.123,0.178,0.129,0.084,0.034,0.088,0.037,0.020,0.028,0.034,0.030,0.580,0.026,0.020,0.000,0.000,0.000,0.034,0.000,0.013,0.000,0.026,0.000
227.000,35.740,94.000,17.800,5339.000,294.000,48.000,1382.270,0.000,0.000,56.613,8.362,1.679,10.403,2.289,1.076,0.000,1.199,0.519,0.528,0.000,0.335,0.060,0.000,0.012,0.540,0.000,0.005,0.012,0.000,0.375,0.002,0.792,0.004,0.024,0.000
228.000,36.438,921.000,12.400,6396.000,466.000,29.000,1937.660,0.000,0.000,47.413,8.202,3.645,2.974,0.452,0.120,0.005,0.334,0.183,0.134,0.069,0.025,0.000,0.018,0.004,0.276,0.093,0.013,0.004,0.005,0.036,0.020,0.015,0.000,0.056,0.000
229.000,35.871,423.000,16.100,5873.000,341.000,42.000,1554.480,0.000,0.000,47.583,8.176,3.375,1.802,0.178,0.278,0.000,0.029,0.197,0.198,0.000,0.071,0.000,0.000,0.049,0.000,0.000,0.000,0.311,0.000,0.007,0.000,0.020,0.000,0.000,0.000
230.000,36.228,768.000,13.800,6533.000,420.000,34.000,1467.670,0.000,0.000,47.706,8.279,4.290,3.417,0.613,0.271,0.066,0.023,0.471,0.108,0.244,0.044,0.000,0.000,0.161,0.210,0.006,0.000,0.042,0.047,0.008,0.000,0.064,0.004,0.011,0.000
231.000,36.638,877.000,12.500,6630.000,470.000,31.000,1837.380,0.000,0.000,46.700,8.366,2.031,3.293,0.671,0.135,0.080,0.042,0.321,0.065,0.008,0.040,0.001,0.000,0.004,0.110,0.028,0.000,0.007,0.000,0.022,0.000,0.036,0.000,0.000,0.000
232.000,35.709,810.000,14.400,5971.000,405.000,39.000,1254.130,0.000,0.000,26.300,8.434,1.540,1.407,0.306,0.056,0.000,0.067,0.442,0.049,0.000,0.010,0.057,0.003,0.013,0.000,0.002,0.000,0.000,0.002,0.011,0.000,0.019,0.000,0.064,0.011
233.000,35.005,245.000,18.200,6395.000,177.000,46.000,1080.230,0.000,1.000,39.680,8.352,1.131,15.461,5.658,1.009,0.001,0.060,1.707,0.020,0.000,0.130,0.446,0.000,3.639,0.063,0.006,0.029,0.259,0.000,0.243,0.019,0.000,0.011,0.000,0.027
234.000,35.149,956.000,15.600,7149.000,355.000,27.000,1396.010,0.000,1.000,44.417,8.308,2.430,6.745,0.852,1.306,0.017,0.021,1.490,0.001,0.147,0.517,0.000,0.000,0.000,0.302,1.021,0.051,0.043,0.000,0.000,0.001,0.000,0.001,0.019,0.000
235.000,34.896,456.000,18.700,6942.000,221.000,60.000,972.783,0.000,1.000,29.381,8.370,0.810,16.394,4.532,0.418,0.000,0.254,1.772,0.017,0.463,0.040,1.845,0.000,0.344,0.189,0.029,0.017,0.306,0.000,0.005,0.000,0.000,0.000,0.034,0.029
236.000,35.127,565.000,17.100,6909.000,274.000,29.000,1027.710,0.000,1.000,43.336,8.556,1.243,6.408,0.872,1.598,0.000,0.000,0.191,0.000,0.574,0.679,0.113,0.000,0.083,0.345,0.211,0.025,0.034,0.000,0.005,0.000,0.000,0.000,0.000,0.029
237.000,35.081,396.000,17.400,6412.000,233.000,38.000,1057.200,0.000,1.000,44.959,8.344,1.715,20.864,8.390,5.655,0.000,0.160,0.695,0.038,0.287,0.996,0.000,0.000,0.001,0.212,0.042,0.096,0.021,0.064,0.038,0.000,0.000,0.020,0.013,0.000
238.000,34.875,238.000,20.000,6652.000,141.000,66.000,844.411,0.000,1.000,13.605,8.680,0.147,14.420,7.151,0.386,0.000,1.088,1.820,0.008,0.008,0.305,0.002,0.000,0.091,0.000,0.000,0.046,0.292,0.000,0.000,0.000,0.000,0.015,0.000,0.000
239.000,35.661,1643.000,11.100,7912.000,347.000,30.000,888.094,0.000,0.000,22.379,8.268,1.532,32.353,7.504,1.156,0.000,0.177,8.912,1.242,0.047,0.012,2.006,0.000,0.000,0.779,1.494,3.762,0.000,0.000,1.671,0.000,0.000,0.001,0.000,0.000
240.000,35.878,1534.000,11.600,9299.000,244.000,24.000,761.594,0.000,0.000,18.867,8.686,0.929,38.482,25.974,2.968,0.000,0.123,3.365,0.097,0.011,1.576,1.189,0.000,0.000,0.008,0.154,0.027,0.000,0.000,0.077,0.009,0.044,0.003,0.000,0.005
241.000,35.695,2088.000,9.400,8683.000,322.000,28.000,1312.500,0.000,0.000,43.799,7.982,1.540,17.828,0.587,1.473,0.402,0.004,5.554,0.011,0.009,0.037,5.568,0.000,0.000,0.002,1.443,0.346,0.000,0.000,0.002,0.000,0.000,0.000,0.036,0.000
242.000,35.627,1324.000,13.900,8905.000,140.000,27.000,738.232,0.000,0.000,1.400,7.684,0.290,36.022,23.119,0.099,0.000,2.042,7.693,0.053,0.024,0.015,0.085,0.004,0.000,0.000,0.197,0.274,0.000,0.000,0.016,0.000,0.001,0.004,0.000,0.000
243.000,35.765,1713.000,10.300,8032.000,257.000,27.000,789.440,0.000,0.000,16.979,8.090,1.059,24.429,4.064,4.252,0.000,0.445,5.442,0.933,0.148,0.022,1.532,0.000,0.001,0.002,1.593,0.235,0.000,0.006,0.038,0.000,0.000,0.029,0.000,0.000
244.000,35.733,2141.000,8.100,8567.000,381.000,27.000,1305.210,0.000,0.000,32.262,7.638,2.424,46.481,21.549,1.281,0.000,0.986,4.203,0.084,0.027,0.865,0.043,0.000,0.000,0.404,0.013,0.036,0.000,0.000,0.001,0.000,0.052,12.350,0.000,0.000
245.000,35.853,1392.000,12.400,9652.000,161.000,30.000,579.428,0.000,0.000,11.791,8.672,0.412,28.180,15.653,2.788,0.000,0.635,4.156,0.011,0.439,1.231,0.764,0.000,0.000,0.577,0.033,0.000,0.000,0.000,0.053,0.001,0.000,0.043,0.001,0.000
246.000,35.528,1498.000,12.700,8520.000,184.000,30.000,443.487,0.000,0.000,9.933,8.306,0.233,19.237,6.024,3.354,0.186,0.458,1.818,0.031,0.049,3.899,0.907,0.000,0.000,0.212,0.011,0.052,0.000,0.000,0.000,0.000,0.242,0.000,0.000,0.000
247.000,34.914,1025.000,17.500,7157.000,207.000,47.000,547.196,0.000,0.000,22.845,8.176,0.736,35.995,20.281,0.999,0.020,0.578,1.204,3.579,0.033,0.043,3.794,0.031,0.000,0.001,0.173,0.099,0.001,0.000,0.104,0.000,1.294,0.159,0.000,0.000
248.000,34.914,968.000,17.700,7181.000,197.000,47.000,470.725,0.000,0.000,9.933,8.656,0.313,41.542,24.369,0.056,0.093,1.146,1.511,2.516,0.005,0.012,1.865,0.025,0.058,0.017,0.099,0.025,0.000,0.002,0.098,0.000,0.364,0.040,0.000,0.000
249.000,35.766,912.000,22.400,422.000,766.000,41.000,3929.230,0.000,0.000,59.628,6.994,3.945,25.489,0.376,8.204,0.106,0.156,0.077,0.116,0.055,0.021,0.727,0.000,9.548,0.060,0.000,0.000,0.014,0.010,0.000,1.093,0.239,0.000,0.001,0.000
250.000,42.837,229.000,16.600,5731.000,510.000,14.000,1698.840,1.000,0.000,30.000,6.740,3.196,11.964,0.190,0.054,0.959,2.665,0.035,0.039,0.004,0.162,0.058,1.540,0.205,0.019,0.132,0.402,0.143,0.178,0.000,0.646,0.062,0.004,0.004,0.000
251.000,42.995,134.000,16.800,5696.000,438.000,14.000,1846.650,1.000,0.000,35.000,8.470,4.163,14.466,3.489,0.964,0.019,0.644,0.706,1.460,0.100,0.148,0.869,0.339,0.000,0.024,0.029,0.000,0.229,0.043,0.010,0.415,0.162,0.029,0.081,0.000
252.000,43.038,134.000,16.700,5675.000,447.000,14.000,2196.410,1.000,0.000,44.000,8.930,4.932,11.431,1.649,1.603,0.000,1.193,0.913,1.205,0.000,2.237,0.182,0.013,0.000,0.038,0.347,0.000,0.068,0.000,0.076,0.347,0.042,0.089,0.051,0.110
253.000,42.987,158.000,16.800,5716.000,469.000,13.000,1874.170,1.000,0.000,41.000,6.440,2.418,22.487,4.154,0.381,0.049,4.051,1.357,0.703,0.000,0.112,1.913,0.010,0.034,0.278,0.015,0.000,0.103,0.054,0.425,0.034,0.078,0.010,0.010,0.005
254.000,43.068,208.000,16.400,5705.000,491.000,13.000,1835.540,1.000,0.000,34.000,8.660,1.737,6.184,0.757,0.180,0.067,0.874,0.000,0.420,0.000,0.430,0.324,0.157,0.027,0.000,0.243,0.000,0.090,0.043,0.000,0.250,0.010,0.000,0.013,0.000
255.000,43.175,326.000,15.700,5711.000,581.000,14.000,1868.920,1.000,0.000,30.000,7.070,9.657,25.727,0.025,0.071,0.928,0.172,0.003,0.011,0.000,0.000,0.000,0.025,0.031,0.000,11.830,0.011,0.000,0.006,0.000,0.003,0.017,0.000,0.000,0.000
256.000,43.397,666.000,12.800,4695.000,729.000,14.000,2485.330,1.000,0.000,32.000,5.520,4.865,5.366,0.186,0.103,0.284,0.003,0.189,0.413,0.072,0.111,0.005,0.003,0.003,0.003,0.134,0.003,2.501,0.023,0.023,0.243,0.026,0.000,0.000,0.003
257.000,42.698,34.000,17.200,4309.000,862.000,30.000,2981.730,1.000,0.000,35.000,5.465,3.456,3.921,0.162,0.478,0.467,0.004,0.015,0.367,0.015,0.193,0.008,0.000,0.004,0.015,0.012,0.012,0.278,0.004,0.054,0.131,0.015,0.046,0.000,0.000
258.000,42.694,16.000,17.200,4450.000,880.000,32.000,4166.610,1.000,0.000,39.000,5.630,8.447,16.022,0.196,0.032,2.617,0.128,0.018,0.424,0.036,0.023,0.000,0.000,0.000,0.064,0.009,0.000,1.350,0.119,0.000,0.023,0.023,0.000,0.000,0.005
259.000,43.184,611.000,13.100,5298.000,745.000,13.000,2787.220,1.000,0.000,33.000,5.120,3.873,11.035,0.046,0.005,1.758,0.010,0.021,0.010,6.774,0.005,0.000,0.000,0.000,0.010,0.231,0.000,0.283,0.000,0.015,0.005,0.015,0.000,0.010,0.000
260.000,42.782,379.000,14.700,5353.000,668.000,14.000,1964.690,1.000,0.000,34.000,6.180,2.449,7.492,0.100,0.375,2.310,0.563,0.000,0.213,0.011,0.005,0.013,0.011,0.000,0.000,0.057,0.369,0.040,0.019,0.011,0.143,0.022,0.089,0.113,0.000
261.000,42.885,288.000,15.700,5564.000,633.000,15.000,2906.300,1.000,0.000,39.000,7.240,7.316,9.435,0.553,0.614,0.610,1.647,0.117,0.463,2.504,0.121,0.048,0.043,0.125,0.285,0.099,0.004,0.125,0.000,0.013,0.039,0.000,0.004,0.004,0.026
262.000,42.722,274.000,16.600,5651.000,623.000,15.000,2069.970,1.000,0.000,38.000,8.100,9.079,18.202,0.705,0.930,0.020,8.349,0.039,0.183,0.000,0.121,0.029,0.042,0.000,0.000,0.046,0.003,0.049,0.059,0.000,0.179,0.085,0.000,0.016,0.049
263.000,42.825,335.000,16.000,5644.000,656.000,13.000,2479.530,1.000,0.000,37.000,7.350,4.745,8.919,0.250,0.484,0.653,3.172,0.000,0.628,0.303,0.887,0.083,0.092,0.172,0.072,0.033,0.006,0.017,0.473,0.000,0.014,0.017,0.000,0.044,0.000
264.000,42.637,269.000,16.800,5611.000,620.000,15.000,1992.490,1.000,0.000,33.000,8.480,8.818,9.830,0.206,0.854,1.639,0.198,0.019,0.295,0.000,1.763,0.000,0.097,0.008,0.097,0.039,0.012,0.035,0.159,0.004,0.451,0.012,0.000,0.606,0.000
265.000,43.222,699.000,12.800,4473.000,895.000,20.000,2801.440,1.000,0.000,29.000,5.930,2.882,11.408,0.085,0.003,0.583,2.028,0.003,0.105,0.203,0.031,0.000,0.000,0.000,0.000,0.319,0.095,1.082,0.075,0.003,0.193,0.078,0.003,0.000,0.000
266.000,42.785,118.000,17.000,5691.000,409.000,13.000,1224.240,1.000,0.000,37.000,6.360,3.029,9.175,1.290,1.559,0.141,1.847,0.135,0.110,0.571,0.302,0.006,0.004,0.649,0.057,0.210,0.035,0.053,0.031,0.080,0.053,0.286,0.245,0.000,0.020
267.000,42.926,140.000,16.700,5669.000,421.000,13.000,1934.620,1.000,0.000,32.000,8.900,2.531,18.611,1.498,0.424,0.000,4.508,1.296,2.158,0.050,0.262,0.000,0.000,0.030,0.171,0.010,0.000,0.000,0.000,0.030,0.000,0.333,0.040,0.005,0.081
268.000,42.811,53.000,17.300,3979.000,994.000,28.000,2258.800,1.000,0.000,39.000,6.000,5.472,19.717,12.572,0.656,0.109,1.639,0.860,0.719,0.004,0.268,0.025,0.014,0.028,0.018,0.169,0.004,0.183,0.088,0.000,0.162,0.035,0.014,0.025,0.021
269.000,42.842,29.000,17.500,3869.000,1105.000,28.000,2647.280,1.000,0.000,33.000,4.830,12.321,5.386,0.059,0.038,0.544,0.109,0.004,0.021,1.242,0.125,0.004,0.000,0.188,0.000,0.134,0.013,0.100,0.000,0.004,0.000,0.008,0.017,0.000,0.008
270.000,43.042,39.000,17.200,5136.000,290.000,14.000,1679.780,1.000,0.000,33.000,7.334,1.080,26.258,1.903,0.058,0.060,14.373,0.423,0.181,0.008,0.038,0.000,0.000,1.889,0.280,0.019,0.132,0.000,1.752,0.195,0.000,0.591,0.000,0.014,0.074
271.000,43.060,43.000,17.200,5134.000,295.000,15.000,1880.190,1.000,0.000,32.000,9.000,1.547,16.918,1.007,0.566,2.440,2.937,1.524,0.270,0.048,0.003,4.185,0.000,0.199,0.006,0.009,0.003,0.000,0.327,0.014,0.000,0.537,0.000,0.185,0.006
272.000,62.339,31.000,5.600,2832.000,522.000,15.000,3264.060,1.000,0.000,50.000,4.780,20.425,8.606,0.157,0.000,3.496,0.000,0.000,0.291,0.090,0.291,0.000,0.112,0.000,0.000,0.000,0.000,0.000,0.672,0.000,0.000,0.112,0.000,0.000,0.000
273.000,62.359,202.000,4.700,2816.000,539.000,15.000,4894.840,1.000,0.000,58.000,5.380,17.135,2.295,0.000,0.000,0.623,0.000,0.000,0.250,0.006,0.000,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000
274.000,62.369,523.000,3.000,2816.000,575.000,15.000,4892.383,1.000,0.000,60.000,4.170,6.008,3.109,0.000,0.007,0.323,0.000,0.007,0.013,0.033,0.079,0.000,0.033,0.007,0.007,0.033,0.000,0.059,0.000,0.020,0.000,0.007,0.000,0.000,0.000
275.000,62.379,576.000,2.700,2808.000,581.000,15.000,4892.383,0.000,0.000,59.000,4.750,0.820,9.347,0.000,0.000,1.709,0.000,0.000,0.277,0.219,0.000,0.000,0.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
